"Report Title","Publishers Name","Publishers Location","Industry","Geography","Price in USD","URL","Publish Date","Number of pages"
"2007 U.S. Health & Medical Insurance Carriers Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","United States",148,"http://www.reportbuyer.com/pharma_healthcare/healthcare/health_insurance/2007_u_s_health_medical_insurance_carriers_industry_report.html","Published on 15-Oct-2006",138
"2007 U.S. Hardware Wholesale Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/home_improvement_diy/2007_u_s_hardware_wholesale_industry_report.html","Published on 15-Oct-2006",170
"2007 U.S. Hardware Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/home_improvement_diy/2007_u_s_hardware_stores_industry_report.html","Published on 15-Oct-2006",222
"2007 U.S. Grocery Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/food_retailing/grocery/2007_u_s_grocery_stores_industry_report.html","Published on 15-Oct-2006",229
"2007 U.S. Graphic Designs Services Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/design_photography/2007_u_s_graphic_designs_services_industry_report.html","Published on 15-Oct-2006",169
"2007 U.S. General-Line Grocery Wholesale Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/food_retailing/grocery/2007_u_s_general_line_grocery_wholesale_industry_report.html","Published on 15-Oct-2006",132
"2007 U.S. General Warehousing & Storage Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/general_retailing/2007_u_s_general_warehousing_storage_industry_report.html","Published on 15-Oct-2006",180
"2007 U.S. Gas Stations with Convenience Stores Industry Report","Barnes Reports","Woolwich, United States","Energy & Utilities","United States",148,"http://www.reportbuyer.com/energy_utilities/oil_gas/petrol_motor_fuel/2007_u_s_gas_stations_convenience_stores_industry_report.html","Published on 15-Oct-2006",229
"2007 U.S. Furniture Wholesale Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/furniture/2007_u_s_furniture_wholesale_industry_report.html","Published on 15-Oct-2006",140
"2007 U.S. Furniture Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/furniture/2007_u_s_furniture_stores_industry_report.html","Published on 15-Oct-2006",229
"2007 U.S. Full-Service Restaurants Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/dining/restaurants/2007_u_s_full_service_restaurants_industry_report.html","Published on 15-Oct-2006",229
"2007 U.S. Freight Trucking Long Distance Industry Report","Barnes Reports","Woolwich, United States","Transport & Travel","United States",148,"http://www.reportbuyer.com/transport_travel/roads/2007_u_s_freight_trucking_long_distance_industry_report.html","Published on 15-Oct-2006",229
"2007 U.S. Fitness & Recreational Sports Centers  Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/sporting_activities/2007_u_s_fitness_recreational_sports_centers_report.html","Published on 15-Oct-2006",229
"2007 U.S. Family Clothing Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/clothing/2007_u_s_family_clothing_stores_industry_report.html","Published on 15-Oct-2006",222
"2007 U.S. Exam Preparation & Tutoring Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/education/2007_u_s_exam_preparation_tutoring_industry_report.html","Published on 15-Oct-2006",156
"2007 U.S. Engineering Services Industry Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","United States",148,"http://www.reportbuyer.com/industry_manufacturing/contractors_engineers/2007_u_s_engineering_services_industry_report.html","Published on 15-Oct-2006",224
"2007 U.S. Electronic Shopping & Mail Order Houses Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/e_commerce/2007_u_s_electronic_shopping_mail_order_houses_report.html","Published on 15-Oct-2006",200
"2007 U.S. Electronic Computer Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","United States",148,"http://www.reportbuyer.com/computing_electronics/manufacturing/2007_u_s_electronic_computer_manufacturing_industry_report.html","Published on 15-Oct-2006",72
"2007 U.S. Electrical Contractors Industry Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","United States",148,"http://www.reportbuyer.com/industry_manufacturing/contractors_engineers/2007_u_s_electrical_contractors_industry_report.html","Published on 15-Oct-2006",230
"2007 U.S. Educational Support Services Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/education/2007_u_s_educational_support_services_industry_report.html","Published on 15-Oct-2006",160
"2007 U.S. Drinking Places & Bars Industry  Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/bars_clubs/2007_u_s_drinking_places_bars_industry_report.html","Published on 15-Oct-2006",223
"2007 U.S. Distilleries & Alcohol-Making Industry Report","Barnes Reports","Woolwich, United States","Food & Drink","United States",148,"http://www.reportbuyer.com/food_drink/alcoholic_drinks/2007_u_s_distilleries_alcohol_making_industry_report.html","Published on 15-Oct-2006",37
"2007 U.S. Direct Mail Advertising Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/advertising_marketing/direct_marketing/2007_u_s_direct_mail_advertising_industry_report.html","Published on 15-Oct-2006",117
"2007 U.S. Department Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/shopping/shopping_centres_malls/2007_u_s_department_stores_industry_report.html","Published on 15-Oct-2006",204
"2007 U.S. Database & Directory Publishing Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/publishing/2007_u_s_database_directory_publishing_industry_report.html","Published on 15-Oct-2006",117
"2007 U.S. Data Processing Services Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","United States",148,"http://www.reportbuyer.com/computing_electronics/services/2007_u_s_data_processing_services_industry_report.html","Published on 15-Oct-2006",181
"2007 U.S. Cookie, Cracker &amp; Pasta Mfg Industry Report","Barnes Reports","Woolwich, United States","Food & Drink","United States",148,"http://www.reportbuyer.com/food_drink/bakery_cereals/2007_u_s_cookie_cracker_pasta_mfg_industry_report.html","Published on 15-Oct-2006",85
"2007 U.S. Computer Systems Designs Services Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","United States",148,"http://www.reportbuyer.com/computing_electronics/specialised_computer_systems/2007_u_s_computer_systems_designs_services_industry_report_1.html","Published on 15-Oct-2006",216
"2007 U.S. Computer & Software Stores Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","United States",148,"http://www.reportbuyer.com/computing_electronics/software/2007_u_s_computer_software_stores_industry_report_1.html","Published on 15-Oct-2006",211
"2007 U.S. Community Care Facilities for the Elderly Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/care_social_services/2007_u_s_community_care_facilities_elderly_industry_report_1.html","Published on 15-Oct-2006",216
"2007 U.S. Carpentry Contractors Industry Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","United States",148,"http://www.reportbuyer.com/industry_manufacturing/contractors_engineers/2007_u_s_carpentry_contractors_industry_report_1.html","Published on 15-Oct-2006",217
"2007 U.S. Cable Television Networks Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/television/2007_u_s_cable_television_networks_industry_report.html","Published on 15-Oct-2006",72
"2007 U.S. Breweries & Beer-Making Industry Report","Barnes Reports","Woolwich, United States","Food & Drink","United States",148,"http://www.reportbuyer.com/food_drink/alcoholic_drinks/beer/2007_u_s_breweries_beer_making_industry_report.html","Published on 15-Oct-2006",78
"2007 U.S. Breakfast Cereal Manufacturing Report","Barnes Reports","Woolwich, United States","Food & Drink","United States",148,"http://www.reportbuyer.com/food_drink/bakery_cereals/breakfast_cereals/2007_u_s_breakfast_cereal_manufacturing_report.html","Published on 15-Oct-2006",36
"2007 U.S. Book/Periodical/Newspaper Wholesales Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/publishing/books/2007_u_s_book_periodical_newspaper_wholesales_report_1.html","Published on 15-Oct-2006",126
"2007 U.S. Book Publishing Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/publishing/books/2007_u_s_book_publishing_industry_report_1.html","Published on 15-Oct-2006",127
"2007 U.S. Beer & Ale Wholesale Industry Report","Barnes Reports","Woolwich, United States","Food & Drink","United States",148,"http://www.reportbuyer.com/food_drink/alcoholic_drinks/beer/2007_u_s_beer_ale_wholesale_industry_report.html","Published on 15-Oct-2006",174
"2007 U.S. Automobile Parts & Supplies Wholesales Report","Barnes Reports","Woolwich, United States","Automotive","United States",148,"http://www.reportbuyer.com/automotive/aftermarket/2007_u_s_automobile_parts_supplies_wholesales_report.html","Published on 15-Oct-2006",200
"2007 U.S. Audio & Visual Equipment Mfg. Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/consumer_electronics/audio_visual_equipment/2007_u_s_audio_visual_equipment_mfg_industry_report_1.html","Published on 15-Oct-2006",147
"2007 U.S. Architectural Services Industry Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","United States",148,"http://www.reportbuyer.com/industry_manufacturing/construction/2007_u_s_architectural_services_industry_report.html","Published on 15-Oct-2006",192
"2007 U.S. Appliance/TV/Electronics Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/appliances/2007_u_s_appliance_tv_electronics_stores_industry_report_1.html","Published on 15-Oct-2006",230
"2007 U.S. Aircraft Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","United States",148,"http://www.reportbuyer.com/industry_manufacturing/aerospace/aircraft_manufacturing/2007_u_s_aircraft_manufacturing_industry_report.html","Published on 15-Oct-2006",61
